09/11/19 09:54,VFL Ankara  -  VFL Vienna,,1,Season 62040
09/11/19 09:54,VFL Athens  -  VFL Copenhagen,,1,Season 62040
09/11/19 09:54,VFL Madrid  -  VFL Rome,,1,Season 62040
09/11/19 09:54,VFL Oslo  -  VFL London,,1,Season 62040
09/11/19 09:54,VFL Edinburgh  -  VFL Paris,,1,Season 62040
09/11/19 09:54,VFL Stockholm  -  VFL Brussels,,1,Season 62040
09/11/19 09:54,VFL Berlin  -  VFL Amsterdam,,1,Season 62040
09/11/19 09:54,VFL Lisbon  -  VFL Bern,,1,Season 62040
09/11/19 09:59,VFL Amsterdam  -  VFL Edinburgh,,2,Season 62040
09/11/19 09:59,VFL Brussels  -  VFL Ankara,,2,Season 62040
09/11/19 09:59,VFL Copenhagen  -  VFL Berlin,,2,Season 62040
09/11/19 09:59,VFL Paris  -  VFL Oslo,,2,Season 62040
09/11/19 09:59,VFL Bern  -  VFL Athens,,2,Season 62040
09/11/19 09:59,VFL Vienna  -  VFL Madrid,,2,Season 62040
09/11/19 09:59,VFL Rome  -  VFL Lisbon,,2,Season 62040
09/11/19 09:59,VFL London  -  VFL Stockholm,,2,Season 62040
09/11/19 10:03,VFL Berlin  -  VFL Athens,,3,Season 62040
09/11/19 10:03,VFL Madrid  -  VFL Brussels,,3,Season 62040
09/11/19 10:03,VFL Lisbon  -  VFL Vienna,,3,Season 62040
09/11/19 10:03,VFL Stockholm  -  VFL Paris,,3,Season 62040
09/11/19 10:03,VFL Oslo  -  VFL Amsterdam,,3,Season 62040
09/11/19 10:03,VFL Edinburgh  -  VFL Copenhagen,,3,Season 62040
09/11/19 10:03,VFL Rome  -  VFL Bern,,3,Season 62040
09/11/19 10:03,VFL Ankara  -  VFL London,,3,Season 62040
09/11/19 10:08,VFL Copenhagen  -  VFL Oslo,,4,Season 62040
09/11/19 10:08,VFL Brussels  -  VFL Lisbon,,4,Season 62040
09/11/19 10:08,VFL Amsterdam  -  VFL Stockholm,,4,Season 62040
09/11/19 10:08,VFL Bern  -  VFL Berlin,,4,Season 62040
09/11/19 10:08,VFL Vienna  -  VFL Rome,,4,Season 62040
09/11/19 10:08,VFL London  -  VFL Madrid,,4,Season 62040
09/11/19 10:08,VFL Athens  -  VFL Edinburgh,,4,Season 62040
09/11/19 10:08,VFL Paris  -  VFL Ankara,,4,Season 62040
09/11/19 10:12,VFL Rome  -  VFL Brussels,,5,Season 62040
